STN,DATE,TIME,COUNTRY,TEMP,DEWP,STP,SLP,VISIB,WDSP,PRCP,SNDP,FRSHTT,CLDC,WNDDIR
350530,2021-02-19,13:09:39,KAZAKHSTAN,-4.7,-9.5,1028.5,1035.4,14.8,19.5,0.08,1.1,111000,63.6,154
470312,2021-02-19,13:09:39,CHINA,-2.1,-16.4,994.8,979.8,1.7,7.7,0.00,0.0,100000,46.3,117
514950,2021-02-19,13:09:39,CHINA,-2.5,-16.1,985.4,1032.7,31.6,38.5,0.00,0.0,100000,3.9,52
357390,2021-02-19,13:09:39,KAZAKHSTAN,-0.6,-6.8,1035.8,1028.6,46.5,12.8,0.00,3.0,101000,51.4,343
556640,2021-02-19,13:09:39,CHINA,-0.5,-20.9,602.0,602.2,24.5,29.4,0.00,0.0,100000,11.4,118
475690,2021-02-19,13:09:39,JAPAN,-0.5,-7.7,1001.6,1002.4,11.4,18.4,0.00,0.0,100000,73.2,352
477690,2021-02-19,13:09:39,JAPAN,-0.7,-7.7,1019.9,1025.3,0.1,19.7,0.00,0.0,100000,39.2,263
171880,2021-02-19,13:09:39,TURKEY,-0.1,-4.3,937.6,1016.4,22.3,2.6,0.17,0.3,111000,54.3,187
171280,2021-02-19,13:09:39,TURKEY,-1.5,-5.7,955.6,1012.1,11.1,9.0,0.09,1.6,111000,83.1,176
359250,2021-02-19,13:09:39,KAZAKHSTAN,-1.4,-7.1,1014.5,1028.7,27.4,2.9,0.69,0.0,110000,50.4,336
470610,2021-02-19,13:09:39,KOREANORTH,-1.2,-8.3,1016.4,1020.3,27.1,10.9,0.15,0.8,111000,69.7,8
470650,2021-02-19,13:09:39,KOREANORTH,-3.6,-8.6,1018.6,1024.4,13.9,7.7,0.01,0.0,110000,81.9,171
475420,2021-02-19,13:09:39,JAPAN,-3.3,-7.3,1003.1,1000.8,8.4,20.5,0.00,0.0,100000,90.6,98
541610,2021-02-19,13:09:39,CHINA,-4.0,-10.9,1012.4,1023.3,12.9,13.1,0.03,0.0,110000,52.1,200
541611,2021-02-19,13:09:39,CHINA,-4.6,-13.1,1019.5,1041.2,10.9,1.0,0.00,0.0,100000,97.0,192
541570,2021-02-19,13:09:39,CHINA,-7.8,-16.3,1025.5,1023.1,12.8,6.0,0.03,0.0,110000,64.0,278
475840,2021-02-19,13:09:39,JAPAN,-4.7,-9.0,1005.9,1015.1,4.0,18.9,0.10,3.7,111000,67.6,317
535130,2021-02-19,13:09:39,CHINA,-5.6,-17.3,926.0,1030.4,21.7,6.1,0.00,0.0,100000,20.6,305
475900,2021-02-19,13:09:39,JAPAN,-1.2,-6.8,1009.6,1017.5,19.4,8.6,0.10,0.9,111000,50.1,333
471380,2021-02-19,13:09:39,KOREASOUTH,-0.2,-9.4,1026.3,1022.3,16.2,11.0,0.12,0.0,110000,59.2,240
364280,2021-02-19,13:09:39,KAZAKHSTAN,-14.5,-18.4,1036.9,1036.8,17.7,3.0,0.01,0.9,111000,50.5,194
542360,2021-02-19,13:09:39,CHINA,-6.2,-16.1,1019.7,1024.1,13.3,24.3,0.02,0.0,110000,51.4,242
470580,2021-02-19,13:09:39,KOREANORTH,-2.9,-8.3,1015.3,1023.7,22.0,5.4,0.01,0.0,110000,52.1,6
537870,2021-02-19,13:09:39,CHINA,-4.8,-15.7,978.2,1027.6,21.5,11.2,0.01,0.0,110000,50.2,257
537980,2021-02-19,13:09:39,CHINA,-0.1,-9.5,1019.6,1025.8,14.1,3.9,0.01,0.0,110000,68.1,233
545340,2021-02-19,13:09:39,CHINA,-2.1,-13.8,1025.6,1025.7,13.4,0.7,0.02,0.0,110000,51.5,90
351730,2021-02-19,13:09:39,KAZAKHSTAN,-9.7,-13.4,1027.4,1032.8,26.8,20.8,0.00,5.2,101000,50.1,45
527870,2021-02-19,13:09:39,CHINA,-5.7,-14.2,746.9,749.8,26.9,21.4,0.01,0.0,110000,69.5,167
538210,2021-02-19,13:09:39,CHINA,-5.9,-19.0,929.1,1028.0,20.6,6.0,0.00,0.0,100000,37.6,283
443470,2021-02-19,13:09:39,MONGOLIA,-9.0,-27.1,862.0,1009.9,25.6,19.8,0.00,0.0,100000,91.2,323
471070,2021-02-19,13:09:39,KOREASOUTH,-0.8,-7.0,1013.5,1016.3,13.8,13.1,0.03,0.3,111000,81.0,36
471065,2021-02-19,13:09:39,KOREASOUTH,-2.1,-7.2,1017.4,1031.1,4.8,10.3,0.00,2.8,101000,50.3,343
442320,2021-02-19,13:09:39,MONGOLIA,-12.2,-16.1,1041.8,1049.4,38.5,6.5,0.00,0.0,100000,78.5,66
514670,2021-02-19,13:09:39,CHINA,-1.0,-15.2,829.4,828.4,28.8,0.6,0.00,0.0,100000,70.2,19
539470,2021-02-19,13:09:39,CHINA,-3.2,-14.8,949.2,1027.1,21.8,7.6,0.01,0.0,110000,81.5,132
570060,2021-02-19,13:09:39,CHINA,-1.2,-9.7,946.7,1026.1,11.7,5.0,0.02,0.0,110000,50.7,43
543370,2021-02-19,13:09:39,CHINA,-5.0,-17.2,1022.8,1025.1,13.8,15.8,0.01,0.0,110000,64.5,230
512320,2021-02-19,13:09:39,CHINA,-5.3,-9.0,1027.4,1031.3,7.6,22.8,0.03,0.0,110000,51.6,155
537720,2021-02-19,13:09:39,CHINA,-2.4,-13.6,982.7,1025.6,6.5,3.2,0.01,0.0,110000,53.5,58
560290,2021-02-19,13:09:39,CHINA,-3.3,-14.8,645.5,645.4,28.5,0.1,0.04,0.0,110000,53.9,262
442120,2021-02-19,13:09:39,MONGOLIA,-22.1,-24.7,912.3,1037.5,54.9,4.3,0.00,9.9,101000,73.5,210
544050,2021-02-19,13:09:39,CHINA,-4.5,-18.0,1022.5,1027.2,17.1,16.3,0.01,0.0,110000,54.2,192
442140,2021-02-19,13:09:39,MONGOLIA,-3.6,-18.4,825.1,1027.5,10.9,5.0,0.00,0.0,100000,91.5,1
546560,2021-02-19,13:09:39,CHINA,-2.1,-7.7,1021.6,1024.8,25.5,30.8,0.01,0.0,110000,53.1,251
471400,2021-02-19,13:09:39,KOREASOUTH,-0.6,-6.0,1016.7,1023.9,21.1,29.8,0.03,0.0,110000,50.6,173
471410,2021-02-19,13:09:39,KOREASOUTH,-0.7,-5.6,1012.6,1015.3,9.7,20.6,0.07,0.1,111000,95.5,274
471420,2021-02-19,13:09:39,KOREASOUTH,-1.4,-9.5,1013.4,1012.9,12.2,11.3,0.00,0.0,100000,53.9,201
478090,2021-02-19,13:09:39,JAPAN,-0.3,-6.7,1019.1,1024.0,24.1,2.2,0.02,0.0,110000,50.9,117
171290,2021-02-19,13:09:39,TURKEY,-0.7,-5.4,968.5,1019.7,6.6,4.9,0.04,0.0,110000,51.8,177
522670,2021-02-19,13:09:39,CHINA,-4.9,-21.4,932.6,1029.6,28.6,10.2,0.00,0.0,100000,45.6,30
561520,2021-02-19,13:09:39,CHINA,-3.0,-9.9,662.7,666.5,28.7,13.5,0.02,0.0,110000,51.0,327
530680,2021-02-19,13:09:39,CHINA,-4.4,-14.0,932.7,1029.0,29.7,12.7,0.01,0.0,110000,51.0,88
443290,2021-02-19,13:09:39,MONGOLIA,-7.9,-11.3,776.5,1029.7,21.7,13.6,0.00,2.8,101000,96.7,223
548360,2021-02-19,13:09:39,CHINA,-2.1,-13.3,1032.7,1027.3,14.2,13.6,0.03,0.0,110000,53.8,170
523230,2021-02-19,13:09:39,CHINA,-5.7,-19.3,818.8,817.3,35.5,21.3,0.01,0.0,110000,50.9,266
172100,2021-02-19,13:09:39,TURKEY,-0.3,-7.3,915.8,1023.1,24.1,1.9,0.00,0.0,100000,23.6,289
383410,2021-02-19,13:09:39,KAZAKHSTAN,-1.0,-3.6,994.7,1027.8,7.7,10.3,0.19,1.4,111000,72.4,278
350850,2021-02-19,13:09:39,KAZAKHSTAN,-8.9,-13.1,1026.0,1032.5,30.0,19.7,0.00,1.4,101000,51.4,103
544970,2021-02-19,13:09:39,CHINA,-3.5,-12.2,1024.6,1024.3,20.1,15.5,0.01,0.0,110000,94.0,279
351080,2021-02-19,13:09:39,KAZAKHSTAN,-3.9,-5.8,1019.1,1023.8,10.9,27.8,0.01,8.6,111000,80.0,313
360030,2021-02-19,13:09:39,KAZAKHSTAN,-10.0,-12.9,1020.9,1030.3,28.6,18.5,0.11,4.8,111000,75.4,179
470080,2021-02-19,13:09:39,KOREANORTH,-4.1,-11.5,1014.3,1020.6,13.6,12.9,0.00,0.0,100000,97.3,304
171890,2021-02-19,13:09:39,TURKEY,-5.9,-10.7,905.3,920.1,10.9,6.5,0.02,8.2,111000,54.4,157
477670,2021-02-19,13:09:39,JAPAN,-0.7,-6.2,1018.5,1017.7,16.6,7.9,0.14,0.0,110000,61.5,150
356330,2021-02-19,13:09:39,KAZAKHSTAN,-2.5,-4.7,1027.6,1021.5,24.4,24.6,0.00,3.3,101000,63.8,241
357000,2021-02-19,13:09:39,KAZAKHSTAN,-1.1,-5.0,1026.0,1022.2,19.7,29.9,0.04,1.8,111000,54.9,7
576220,2021-02-19,13:09:39,CHINA,-1.2,-2.0,841.6,837.7,6.3,16.3,0.05,0.0,110000,75.5,277
560670,2021-02-19,13:09:39,CHINA,-5.5,-19.2,650.5,654.6,22.6,28.0,0.00,0.0,100000,26.6,77
354160,2021-02-19,13:09:39,KAZAKHSTAN,-2.9,-6.0,1026.7,1028.9,6.5,14.5,0.05,7.8,111000,91.2,76
535020,2021-02-19,13:09:39,CHINA,-3.9,-19.1,977.5,1029.5,21.2,11.9,0.00,0.0,100000,5.7,238
343980,2021-02-19,13:09:39,KAZAKHSTAN,-2.1,-6.0,1013.2,1013.6,20.0,21.1,0.00,7.9,101000,59.0,213
545390,2021-02-19,13:09:39,CHINA,-3.1,-12.3,1021.5,1026.6,22.7,9.6,0.02,0.0,110000,81.0,292
442980,2021-02-19,13:09:39,MONGOLIA,-18.7,-25.0,1056.6,1032.8,41.1,16.7,0.05,0.0,110000,82.2,355
470390,2021-02-19,13:09:39,KOREANORTH,-3.6,-9.4,1042.4,1024.7,12.5,1.0,0.00,0.0,100000,52.7,72
471610,2021-02-19,13:09:39,KOREASOUTH,-1.2,-7.4,1001.1,1001.6,5.7,11.5,0.05,0.0,110000,93.4,339
526330,2021-02-19,13:09:39,CHINA,-12.9,-25.1,990.7,980.8,24.5,6.2,0.01,0.0,110000,53.8,217
361520,2021-02-19,13:09:39,KAZAKHSTAN,-13.2,-16.5,1043.7,1034.5,17.6,10.4,0.01,1.4,111000,50.9,115
470500,2021-02-19,13:09:39,KOREANORTH,-5.3,-9.4,1020.3,1023.8,18.7,5.2,0.08,0.0,110000,51.1,120
560800,2021-02-19,13:09:39,CHINA,-7.7,-15.3,734.3,733.0,28.5,10.3,0.02,0.0,110000,50.1,76
560790,2021-02-19,13:09:39,CHINA,-6.6,-13.9,665.4,663.3,35.4,3.3,0.02,0.0,110000,50.6,330
514635,2021-02-19,13:09:39,CHINA,-6.2,-8.3,992.5,996.1,7.2,6.3,0.00,0.0,100000,11.8,259
442920,2021-02-19,13:09:39,MONGOLIA,-14.2,-17.9,889.7,1030.4,22.3,5.3,0.26,3.0,111000,86.5,258
352170,2021-02-19,13:09:39,KAZAKHSTAN,-3.0,-5.8,1023.3,1022.0,16.9,21.4,0.01,4.8,111000,88.8,350
442370,2021-02-19,13:09:39,MONGOLIA,-7.4,-12.1,845.0,1023.8,50.6,13.5,0.00,0.2,101000,77.8,29
509780,2021-02-19,13:09:39,CHINA,-6.6,-13.0,1006.0,1021.2,24.9,6.8,0.02,0.0,110000,52.4,10
584450,2021-02-19,13:09:39,CHINA,-2.0,-6.6,875.2,950.4,18.1,31.8,0.18,0.0,110000,50.8,57
353210,2021-02-19,13:09:39,KAZAKHSTAN,-4.7,-8.3,1054.0,1035.4,8.1,10.1,0.00,0.0,100000,88.1,38
288670,2021-02-19,13:09:39,KAZAKHSTAN,-7.0,-9.9,1000.8,1030.8,21.3,12.9,0.00,23.0,101000,52.4,113
536460,2021-02-19,13:09:39,CHINA,-6.4,-16.7,926.5,1028.0,8.3,7.2,0.01,0.0,110000,51.8,262
529570,2021-02-19,13:09:39,CHINA,-3.9,-17.8,723.6,718.0,24.3,15.7,0.03,0.0,110000,90.0,61
527540,2021-02-19,13:09:39,CHINA,-8.6,-23.1,676.0,678.4,32.3,6.1,0.01,0.0,110000,94.7,226
570360,2021-02-19,13:09:40,CHINA,-0.4,-7.8,1006.0,1025.1,1.6,11.3,0.02,0.0,110000,66.7,22
517110,2021-02-19,13:09:40,CHINA,-0.7,-9.2,800.8,795.4,25.7,3.1,0.03,0.0,110000,52.9,80
560040,2021-02-19,13:09:40,CHINA,-5.8,-16.6,998.8,1001.7,34.2,17.9,0.01,0.0,110000,55.2,201
470600,2021-02-19,13:09:40,KOREANORTH,-1.6,-6.9,1025.2,1024.2,13.0,11.2,0.01,0.0,110000,51.3,151
289780,2021-02-19,13:09:40,KAZAKHSTAN,-8.7,-11.3,969.2,1020.4,10.9,4.5,0.00,0.0,100000,66.3,247
539290,2021-02-19,13:09:40,CHINA,-2.4,-11.6,882.4,888.7,10.2,15.5,0.00,0.0,100000,53.1,23
544010,2021-02-19,13:09:40,CHINA,-3.7,-18.3,984.6,1027.5,23.9,18.9,0.01,0.0,110000,51.5,218
353450,2021-02-19,13:09:40,KAZAKHSTAN,-2.7,-6.2,1065.1,1041.7,16.1,0.0,0.00,4.9,101000,69.7,160
475810,2021-02-19,13:09:40,JAPAN,-3.2,-8.9,1013.0,1016.2,28.8,8.9,0.02,5.9,111000,90.3,301
535290,2021-02-19,13:09:40,CHINA,-3.4,-14.9,893.0,1028.5,22.4,4.1,0.01,0.0,110000,63.4,95
475740,2021-02-19,13:09:40,JAPAN,-1.3,-8.4,1007.4,1018.2,14.0,22.0,0.03,0.0,110000,54.4,318
527070,2021-02-19,13:09:40,CHINA,-5.9,-23.0,724.8,721.2,10.8,7.6,0.00,0.0,100000,61.7,327
534870,2021-02-19,13:09:40,CHINA,-8.6,-19.9,972.0,1027.9,13.6,13.0,0.01,0.0,110000,50.2,267
475910,2021-02-19,13:09:40,JAPAN,-1.4,-6.4,1005.2,1004.1,18.0,12.9,0.08,0.5,111000,52.5,68
478210,2021-02-19,13:09:40,JAPAN,-3.0,-7.7,891.3,897.6,17.8,7.0,0.00,0.0,100000,34.3,113
576220,2021-02-19,13:09:40,CHINA,-0.9,-2.0,841.6,837.7,6.4,16.2,0.05,0.0,110000,75.6,278
560670,2021-02-19,13:09:40,CHINA,-6.5,-17.2,650.5,654.6,22.7,27.8,0.00,0.0,100000,26.7,77
512880,2021-02-19,13:09:40,CHINA,-5.0,-14.7,835.6,836.2,35.3,10.7,0.01,0.0,,82.7,253
172100,2021-02-19,13:09:40,TURKEY,-0.3,-6.2,915.8,1023.1,24.0,1.9,0.00,0.0,100000,23.6,288
286790,2021-02-19,13:09:40,KAZAKHSTAN,-8.8,-11.1,1019.1,1029.5,13.3,17.8,0.01,4.7,111000,75.3,118
537050,2021-02-19,13:09:40,CHINA,-2.4,-15.7,973.1,1028.4,25.0,15.2,0.01,0.0,110000,50.2,134
470670,2021-02-19,13:09:40,KOREANORTH,-5.1,-9.7,1050.4,1026.4,13.0,12.3,0.00,0.0,100000,14.2,248
542260,2021-02-19,13:09:40,CHINA,-5.4,-19.5,1020.3,1025.3,21.7,5.0,0.01,0.0,110000,52.2,36
470680,2021-02-19,13:09:40,KOREANORTH,-2.5,-6.5,1015.7,1024.2,12.5,14.0,0.01,0.0,110000,83.1,298
505640,2021-02-19,13:09:40,CHINA,-9.2,-13.8,1023.1,1023.6,11.9,9.0,0.01,0.0,110000,80.5,119
474810,2021-02-19,13:09:40,JAPAN,-11.3,-15.9,997.5,989.9,5.4,11.1,0.00,0.0,100000,16.0,346
170820,2021-02-19,13:09:40,TURKEY,-0.4,-5.5,1003.3,1013.1,8.6,14.8,0.05,0.5,111000,50.2,349
509530,2021-02-19,13:09:40,CHINA,-7.6,-13.7,1015.6,1022.6,12.6,15.2,0.02,0.0,110000,88.8,327
443040,2021-02-19,13:09:40,MONGOLIA,-12.1,-14.9,1022.4,1032.3,46.4,7.0,0.00,1.1,101000,76.2,298
512430,2021-02-19,13:09:40,CHINA,-5.9,-10.1,1008.0,1034.0,14.4,2.8,0.00,0.0,100000,70.5,356
507560,2021-02-19,13:09:40,CHINA,-7.7,-12.5,1009.2,1022.7,16.6,9.8,0.01,0.0,110000,50.8,7
358490,2021-02-19,13:09:40,KAZAKHSTAN,-1.9,-5.4,1013.3,1023.4,17.2,9.9,0.01,1.2,111000,52.4,157
546160,2021-02-19,13:09:40,CHINA,-2.8,-12.7,1026.6,1026.2,13.5,8.6,0.02,0.0,110000,53.4,345
547250,2021-02-19,13:09:40,CHINA,-1.8,-10.5,1028.9,1025.6,2.9,15.6,0.03,0.0,110000,52.4,16
407310,2021-02-19,13:09:40,IRAN,-0.3,-2.3,875.4,1024.1,2.8,6.1,0.00,0.0,100000,23.3,136
535930,2021-02-19,13:09:40,CHINA,-8.3,-19.3,980.3,1027.5,27.0,9.4,0.02,0.0,110000,60.9,280
345810,2021-02-19,13:09:40,KAZAKHSTAN,-2.2,-7.0,1040.0,1028.7,49.1,25.1,0.00,0.0,100000,52.9,37
476170,2021-02-19,13:09:40,JAPAN,-6.1,-10.1,953.5,1023.9,20.2,9.3,0.00,0.0,100000,17.9,192
400300,2021-02-19,13:09:40,SYRIA,-0.3,-6.1,1038.4,1017.2,10.6,3.8,0.00,0.0,100000,8.6,165
359250,2021-02-19,13:09:40,KAZAKHSTAN,-1.9,-8.2,1014.5,1028.7,27.3,3.0,0.69,0.0,110000,50.3,335
476370,2021-02-19,13:09:40,JAPAN,-2.8,-8.6,957.1,1016.1,25.4,8.1,0.21,0.0,110000,51.7,173
474050,2021-02-19,13:09:40,JAPAN,-9.7,-14.6,1009.6,1018.1,43.4,18.4,0.00,0.0,100000,85.2,28
356710,2021-02-19,13:09:40,KAZAKHSTAN,-4.1,-8.5,997.7,1028.6,17.9,20.9,0.00,3.2,101000,79.1,118
475490,2021-02-19,13:09:40,JAPAN,-1.8,-8.0,998.3,996.0,3.4,13.5,0.00,0.0,100000,31.0,42
504680,2021-02-19,13:09:40,CHINA,-14.1,-18.8,1013.4,1021.6,20.7,13.3,0.01,0.0,110000,51.0,272
526610,2021-02-19,13:09:40,CHINA,-4.8,-20.9,928.1,946.4,70.2,12.0,0.00,0.0,100000,24.7,143
544230,2021-02-19,13:09:40,CHINA,-5.3,-19.2,975.7,1023.8,18.7,9.3,0.00,0.0,100000,38.3,272
288670,2021-02-19,13:09:40,KAZAKHSTAN,-6.4,-9.9,1000.5,1030.8,21.3,12.9,0.00,23.0,101000,52.4,113
513340,2021-02-19,13:09:40,CHINA,-5.7,-8.5,1042.4,1032.1,25.8,1.0,0.01,0.0,110000,50.1,162
572900,2021-02-19,13:09:40,CHINA,-0.3,-6.6,1021.7,1026.2,21.1,4.1,0.02,0.0,110000,50.3,65
354260,2021-02-19,13:09:40,KAZAKHSTAN,-4.0,-6.5,1004.8,1022.7,31.8,10.1,0.01,5.2,111000,50.2,119
561720,2021-02-19,13:09:40,CHINA,-0.2,-13.6,777.9,783.0,37.8,6.9,0.02,0.0,110000,92.8,14
561730,2021-02-19,13:09:40,CHINA,-7.7,-21.2,661.0,668.8,28.2,16.5,0.00,0.0,100000,67.8,0
443410,2021-02-19,13:09:40,MONGOLIA,-6.7,-13.9,855.9,1021.3,44.3,8.9,0.00,0.5,101000,52.5,305
540960,2021-02-19,13:09:40,CHINA,-7.8,-13.6,1023.2,1021.7,15.6,18.2,0.02,0.0,110000,51.8,167
545390,2021-02-19,13:09:40,CHINA,-3.0,-12.3,1021.5,1026.6,22.7,9.6,0.02,0.0,110000,81.0,292
474210,2021-02-19,13:09:40,JAPAN,-4.4,-9.1,1015.6,1015.1,22.5,11.4,0.10,14.0,111000,50.4,293
171600,2021-02-19,13:09:40,TURKEY,-3.2,-12.1,905.2,876.3,15.8,5.0,0.00,0.0,100000,42.9,181
538450,2021-02-19,13:09:40,CHINA,-2.4,-13.5,934.2,1029.3,14.2,10.4,0.01,0.0,110000,77.1,238
289520,2021-02-19,13:09:40,KAZAKHSTAN,-7.0,-10.9,1045.6,1033.7,10.0,22.3,0.63,0.0,110000,50.8,170
508440,2021-02-19,13:09:40,CHINA,-5.2,-14.3,1021.8,1022.9,12.8,14.7,0.01,0.0,110000,50.7,355
369820,2021-02-19,13:09:40,KYRGYZSTAN,-13.1,-17.5,645.7,644.2,41.0,4.1,0.00,0.0,100000,87.3,281
170980,2021-02-19,13:09:40,TURKEY,-6.8,-8.6,815.6,816.1,12.9,18.4,0.07,11.5,111000,53.4,149
171270,2021-02-19,13:09:40,TURKEY,-0.2,-3.9,1028.7,1018.8,22.8,11.2,0.05,0.0,110000,52.9,122
474760,2021-02-19,13:09:40,JAPAN,-9.7,-13.3,999.9,1001.6,4.5,13.4,0.00,0.0,100000,77.3,30
471074,2021-02-19,13:09:40,KOREASOUTH,-1.2,-10.8,994.9,963.9,5.8,27.5,0.00,0.0,100000,38.8,347
471087,2021-02-19,13:09:40,KOREASOUTH,-2.4,-11.3,1025.6,1034.5,13.2,14.3,0.00,0.0,100000,83.0,14
471080,2021-02-19,13:09:40,KOREASOUTH,-1.5,-8.5,1019.1,1022.5,13.9,2.4,0.02,0.1,111000,53.6,216
471120,2021-02-19,13:09:40,KOREASOUTH,-0.8,-7.5,1018.3,1022.9,16.6,17.5,0.02,0.0,110000,54.2,253
506320,2021-02-19,13:09:40,CHINA,-14.2,-20.4,987.3,1024.0,27.2,14.1,0.01,0.0,110000,52.4,
526810,2021-02-19,13:09:40,CHINA,-4.4,-18.1,896.9,1030.3,28.5,9.4,0.00,0.0,100000,92.1,309
380620,2021-02-19,13:09:40,KAZAKHSTAN,-1.8,-7.2,1022.1,1025.7,20.7,3.8,0.01,0.3,111000,90.2,138
509830,2021-02-19,13:09:40,CHINA,-8.8,-13.3,1016.6,1020.9,17.3,2.0,0.02,0.0,110000,99.1,278
350850,2021-02-19,13:09:40,KAZAKHSTAN,-9.0,-13.1,1025.9,1032.5,30.0,19.7,0.00,1.4,101000,51.4,104
544970,2021-02-19,13:09:40,CHINA,-3.7,-12.2,1024.6,1024.3,20.2,15.5,0.01,0.0,110000,94.0,280
471110,2021-02-19,13:09:40,KOREASOUTH,-1.5,-6.7,1003.7,993.3,2.6,7.3,0.04,0.0,110000,51.4,1
547050,2021-02-19,13:09:40,CHINA,-9.0,-13.2,1039.5,1035.1,22.5,7.0,0.00,0.0,100000,4.5,242
542370,2021-02-19,13:09:40,CHINA,-7.7,-23.7,1037.2,1032.0,15.9,18.1,0.00,0.0,100000,90.8,27
470550,2021-02-19,13:09:40,KOREANORTH,-1.2,-8.4,1024.8,1022.5,11.9,5.6,0.12,0.3,111000,89.0,253
526520,2021-02-19,13:09:40,CHINA,-8.1,-20.7,883.8,1029.5,29.1,3.4,0.00,0.0,100000,72.1,285
380810,2021-02-19,13:09:40,KAZAKHSTAN,-2.1,-6.7,1034.4,1029.0,20.7,30.5,0.03,0.2,111000,53.2,67
526510,2021-02-19,13:09:40,CHINA,-8.2,-29.3,977.0,996.3,66.4,4.0,0.00,0.0,100000,29.5,335
171990,2021-02-19,13:09:40,TURKEY,-3.9,-7.9,912.0,1031.0,18.4,10.3,0.60,3.3,111000,68.5,181
353210,2021-02-19,13:09:40,KAZAKHSTAN,-5.0,-10.3,1053.8,1035.5,8.2,10.2,0.00,0.0,100000,88.1,38
548230,2021-02-19,13:09:40,CHINA,-0.5,-11.2,1022.3,1026.3,10.3,11.7,0.02,0.0,110000,51.6,351
475830,2021-02-19,13:09:40,JAPAN,-2.3,-7.9,1009.1,1011.1,3.5,13.0,0.00,0.0,100000,10.6,132
475820,2021-02-19,13:09:40,JAPAN,-2.3,-6.9,1021.1,1017.2,13.2,23.6,0.14,4.9,111000,50.5,306
510760,2021-02-19,13:09:40,CHINA,-7.7,-11.7,962.7,1032.5,30.3,2.8,0.04,0.0,110000,56.6,116
478090,2021-02-19,13:09:40,JAPAN,-0.3,-5.5,1019.1,1024.0,24.2,2.1,0.02,0.0,110000,50.9,117
171290,2021-02-19,13:09:40,TURKEY,-0.9,-5.4,968.4,1019.7,6.5,5.0,0.04,0.0,110000,51.8,177
471330,2021-02-19,13:09:40,KOREASOUTH,-0.4,-7.9,1018.7,1024.0,13.5,9.3,0.04,0.0,110000,78.6,105
471340,2021-02-19,13:09:40,KOREASOUTH,-1.6,-8.9,999.3,993.4,10.9,12.3,0.04,0.0,110000,54.9,129
506030,2021-02-19,13:09:40,CHINA,-10.2,-15.6,984.7,1027.5,30.7,2.7,0.01,0.0,110000,65.4,80
471350,2021-02-19,13:09:40,KOREASOUTH,-1.9,-9.9,1005.7,1023.0,17.7,11.7,0.04,0.0,110000,60.9,238
368215,2021-02-19,13:09:40,KAZAKHSTAN,-7.6,-10.2,1010.8,1022.3,5.1,15.2,0.00,0.0,100000,26.7,76
172440,2021-02-19,13:09:40,TURKEY,-1.0,-5.0,952.6,975.8,10.0,10.0,0.02,0.8,111000,51.4,120
470390,2021-02-19,13:09:40,KOREANORTH,-3.6,-7.9,1042.4,1024.7,12.4,0.9,0.00,0.0,100000,52.8,72
580400,2021-02-19,13:09:40,CHINA,-0.9,-7.1,1029.1,1025.7,15.9,15.6,0.02,0.0,110000,76.6,163
509490,2021-02-19,13:09:40,CHINA,-8.0,-16.6,1018.4,1022.6,7.1,17.4,0.02,0.0,110000,82.0,250
471223,2021-02-19,13:09:40,KOREASOUTH,-1.2,-3.5,1020.2,1027.9,6.7,11.1,0.00,0.0,100000,50.3,87
471220,2021-02-19,13:09:40,KOREASOUTH,-2.5,-7.4,1015.8,1015.4,17.1,7.4,0.02,0.1,111000,58.5,226
474040,2021-02-19,13:09:40,JAPAN,-6.8,-12.1,1014.2,1017.1,33.7,19.7,0.12,0.0,110000,52.0,34
525760,2021-02-19,13:09:40,CHINA,-5.9,-20.7,849.8,861.4,32.8,36.2,0.00,0.0,100000,73.2,270
511560,2021-02-19,13:09:40,CHINA,-6.7,-11.9,929.2,1031.7,23.4,5.5,0.01,0.0,110000,88.1,310
472185,2021-02-19,13:09:40,JAPAN,-6.8,-12.8,985.8,967.0,11.0,13.5,0.00,0.0,100000,24.5,43
524950,2021-02-19,13:09:40,CHINA,-5.0,-18.3,903.2,1029.7,31.4,12.4,0.00,0.0,100000,16.2,150
528560,2021-02-19,13:09:40,CHINA,-3.2,-18.8,768.1,767.8,22.0,6.2,0.03,0.0,110000,56.3,257
474330,2021-02-19,13:09:40,JAPAN,-14.4,-19.3,990.2,1014.7,29.7,14.2,0.00,0.0,100000,57.5,200
478920,2021-02-19,13:09:40,JAPAN,-0.1,-8.8,1024.3,1025.9,10.4,12.4,0.00,0.0,100000,7.1,239
475690,2021-02-19,13:09:40,JAPAN,-0.5,-7.7,1001.6,1002.4,11.4,18.3,0.00,0.0,100000,73.2,353
545340,2021-02-19,13:09:40,CHINA,-1.9,-13.8,1025.6,1025.7,13.3,0.7,0.02,0.0,110000,51.5,90
471380,2021-02-19,13:09:40,KOREASOUTH,-0.2,-8.5,1026.3,1022.3,16.1,11.0,0.12,0.0,110000,59.2,240
560290,2021-02-19,13:09:40,CHINA,-2.3,-14.8,645.5,645.4,28.6,0.0,0.04,0.0,110000,53.9,263
529960,2021-02-19,13:09:40,CHINA,-2.3,-8.3,778.1,776.4,18.4,23.0,0.03,0.0,110000,51.8,140
442290,2021-02-19,13:09:40,MONGOLIA,-10.4,-17.5,789.8,1015.2,47.5,9.5,0.00,0.0,100000,67.2,334
539230,2021-02-19,13:09:40,CHINA,-1.8,-10.7,952.7,1026.6,27.2,12.8,0.02,0.0,110000,50.4,73
